station,stationid,latitude,longitude
KCC스위첸아파트.한신아파트,211000062,37.4752667,126.7996667
KEB하나은행도당동지점,210000373,37.5166,126.7798167
KEB하나은행도당동지점,212000004,37.5168167,126.7797
KT부천지사,210000365,37.4868667,126.77525
KT부천지사,210000101,37.4869667,126.7762
KT부천지사사거리,210000003,37.4859333,126.7764667
KT부천지사사거리,210000013,37.48575,126.7767333
KT북부천지사.365안전교육장,210000351,37.5202167,126.7935667
KT북부천지사.365안전교육장,210000353,37.5200833,126.7928167
KT중동지사,210000551,37.5021833,126.7608
KT중동지사,210000525,37.5024667,126.7607
SB마트,210000433,37.48755,126.8062
SK뷰아파트,211000266,37.4787167,126.7998667
SK뷰아파트,211000238,37.47845,126.7994
e편한세상1.3차아파트,210000582,37.4897167,126.8145333
e편한세상1.3차아파트,210000584,37.48965,126.8147167
e편한세상1차아파트,210000593,37.4893667,126.8146833
e편한세상2차.예원아파트,210000599,37.4906667,126.8141
e편한세상2차.예원아파트,210000583,37.4905833,126.8142333
e편한세상4차아파트,210000589,37.48835,126.8153833
가구전시장,212000358,37.5242167,126.8235833
가구전시장,212000325,37.52435,126.8236833
가톨릭대학교,210000421,37.4858333,126.8046
가톨릭대학교입구.보람쉬움아파트,210000309,37.4836333,126.8049833
가톨릭대학교입구.보람쉬움아파트,210000036,37.4836333,126.8043833
가톨릭대학교정문,210000422,37.4855667,126.8048667
강남시장,210000273,37.50605,126.78015
강남시장,210000269,37.5059,126.7804
경기국제통상고.포도마을뉴서울.중앙공원,210000289,37.5009167,126.7621833
경기국제통상고.포도마을뉴서울.중앙공원,210000044,37.5010167,126.7626
경남아파트,210000552,37.4974,126.75435
경원여객차고지(경유),277102363,37.4828167,126.78305
계남고교,210000162,37.49485,126.7703333
계남고교,210000116,37.4953167,126.76965
계남고교,210000534,37.4947,126.77065
계남고교,210000129,37.4955833,126.7701333
계남중학교,210000127,37.49775,126.7731
계남중학교,210000118,37.4978,126.7745
계룡리슈빌,210000218,37.5036333,126.7699
계수농협,211000142,37.4658833,126.8102333
계수농협,211000030,37.4661167,126.8104167
고강1동주민센터.수주어린이공원,212000078,37.52965,126.8124667
고강1동주민센터.수주어린이공원,212000092,37.5298167,126.8124
고강공영차고지,212000379,37.5376167,126.8190167
고강공영차고지,212000380,37.5377667,126.8190333
고강공영차고지(경유),277102744,37.53675,126.8171667
고강동.국민은행,212000160,37.5270333,126.8162
고강동.국민은행,212000053,37.5270833,126.8159
고강동우체국,212000098,37.5265333,126.8170667
고강동우체국,212000071,37.5266,126.8172667
고강동철탑,212000400,37.5347333,126.8213
고강동철탑,212000401,37.5349667,126.8214
고강동철탑(시계지점),212000246,37.5343,126.8219833
고강동철탑(시계지점),212000244,37.5341667,126.8217667
고강선사유적공원앞,212000099,37.5248833,126.8158833
고강선사유적공원앞,212000070,37.5249667,126.8156333
고강수영장,212000361,37.5287667,126.8219333
고강수영장,212000328,37.5287333,126.8221
고강시장입구,212000190,37.5283667,126.8111167
고강시장입구,212000199,37.5282667,126.8113167
고강아파트,212000329,37.5304,126.8222167
고강아파트,212000362,37.5303833,126.8220167
고강차고지(경유),277102365,37.5360333,126.8215667
고개,210000428,37.4850167,126.8034333
공구상가.부천천문과학관,210000346,37.5082333,126.78535
공구상가.부천천문과학관,210000357,37.5089333,126.7855333
괴안동입구,211000131,37.481,126.8046833
괴안동입구,211000134,37.4807833,126.80545
괴안동입구.성심고가,211000122,37.48215,126.8049
괴안동입구.성심고가,211000119,37.48185,126.8053167
괴안동행정복지센터,211000156,37.4781667,126.8073333
괴안동행정복지센터,211000138,37.4782,126.8074667
괴안사거리.괴안우체국,211000161,37.47945,126.8068667
괴안사거리.괴안우체국,211000133,37.47935,126.8068
괴안사거리.삼오유치원,211000065,37.4792667,126.8074167
괴안사거리.삼오유치원,211000078,37.4790833,126.80765
구산사거리(경유),277103550,37.4841167,126.7534167
국립과학수사연구소,212000408,37.52385,126.8256833
국립과학수사연구소,212000372,37.5237,126.8257167
국민은행(마),210000415,37.4863833,126.8133833
국민은행(마),210000410,37.48655,126.8133167
군부대정문,212000427,37.5286,126.78985
군부대정문,212000428,37.5285167,126.7897667
그린타운.미리내마을,210000117,37.4983667,126.7698667
그린타운.미리내마을,210000128,37.4981333,126.77035
그린타운상가.무지개마을,210000052,37.4971667,126.76765
그린타운상가.무지개마을,210000220,37.4969667,126.7679
그린타운앞.유베이스,210000545,37.4964167,126.7760333
극동아파트,211000084,37.4781,126.7805667
극동아파트,211000058,37.4782,126.7803
극동아파트앞(경유),277102721,37.48855,126.7511667
극동아파트앞(경유),277101754,37.4887833,126.751
근화아파트,210000389,37.5206833,126.7959167
근화아파트,210000379,37.5208833,126.7957
금강마을,210000106,37.5079333,126.7593833
금강마을,210900005,37.5079333,126.7587
금강마을상가.한라마을,210000143,37.5086,126.7601333
금강맨션,210000034,37.4840167,126.7998333
금강맨션,210000311,37.4838667,126.79965
금강주공아파트,210000142,37.5082167,126.763
금수강산,211000247,37.4819333,126.7630667
금수강산,211000246,37.4818167,126.76285
금호빌라,212000132,37.52385,126.7888
금호빌라,212000128,37.5236833,126.7888167
금호한양상가.유베이스,210000544,37.4962,126.7758167
기린운수종점,211000284,37.4699333,126.8297333
기업은행.위브더스테이트5단지,210000006,37.49835,126.7772167
깊은구지,211000047,37.4812833,126.7757833
깊은구지사거리,211000056,37.4788833,126.77545
깊은구지사거리,211000086,37.4787333,126.7756167
깊은구지사거리심곡고가방면,211000109,37.4792,126.77525
까치울,212000402,37.51255,126.8100167
까치울마을,212000413,37.5131,126.8154833
까치울마을,212000410,37.5128833,126.8157167
까치울역2번출구,210000382,37.50615,126.8105833
까치울역3번출구,212000174,37.50645,126.8102
까치울역4번출구.까치울전원마을3.4단지,212000064,37.5074667,126.8115667
까치울역5번출구.까치울전원마을3.4단지,212000105,37.5073667,126.8119167
까치울전원마을1.2단지,212000104,37.51055,126.8125667
까치울전원마을1.2단지,212000065,37.5107167,126.81225
까치울초등학교,212000103,37.5144833,126.8133833
까치울초등학교,212000066,37.5148167,126.8131833
까치울터널,212000411,37.51325,126.8216333
까치울터널,212000412,37.51325,126.8180333
꿈동산.사랑마을,210000048,37.4937,126.7574667
꿈동산.사랑마을,210000286,37.4939667,126.75705
꿈마을,210000240,37.5011667,126.7805333
꿈마을,210000108,37.5014333,126.7806667
꿈마을.연화마을,210000141,37.4981667,126.7798
꿈마을.연화마을,210000148,37.49845,126.78005
꿈마을아파트,210000611,37.5006333,126.7792167
나성빌딩,210000371,37.5088667,126.77515
나성빌딩,210000178,37.5083667,126.7746667
남정빌라,212000075,37.52885,126.8216167
남정빌라,212000094,37.5289667,126.8218667
내동고개,212000152,37.5200333,126.7822333
내동고개,212000137,37.5203667,126.7821667
내동사거리,212000153,37.5200333,126.7768167
내동사거리,212000136,37.5202833,126.7763167
내리주유소.내동사거리,212000165,37.5223333,126.7753667
내리주유소.내동사거리,212000170,37.5223,126.7758167
내셔날전기,212000434,37.5262667,126.7826833
내촌고가밑,212000119,37.5242167,126.78465
내촌고가입구,212000007,37.52625,126.7823833
내촌고가입구,212000130,37.5244167,126.7843667
내촌사거리,212000006,37.5205833,126.7845333
내촌사거리,212000003,37.5205333,126.7848
노동복지회관.오정시장,212000129,37.52405,126.7858833
노마즈하우스.우리은행,210000340,37.4886333,126.78355
농협사거리(마),210000306,37.4875667,126.8108333
농협신흥지점,210000369,37.5137,126.7754
농협중앙회,210000385,37.5004333,126.7751833
농협중앙회,210000384,37.50075,126.77575
다보악기,211000236,37.4785833,126.7960833
다정한마을.금강아파트,210000200,37.5137667,126.7546167
다정한마을.금강주공아파트,210000205,37.5143,126.7550667
다정한마을.레미안아파트,210000204,37.5152667,126.7580833
다정한마을.레미안아파트,210000201,37.5154,126.7589833
다정한마을주공아파트,210000461,37.5156667,126.7573
당아래,210000024,37.5045167,126.7948333
당아래,210000025,37.5046667,126.7950167
당아래지하차도,210000079,37.5046833,126.7938333
당아래지하차도,210000078,37.5051333,126.79415
대동아파트정문앞,210000475,37.4897,126.7425333
대림슈퍼.극동아파트,211000286,37.4775333,126.7823667
대림슈퍼.극동아파트,211000285,37.47745,126.7825167
대림아파트,210000487,37.51165,126.75775
대성병원,210000341,37.4917333,126.78425
대성병원,210000362,37.4914667,126.7845667
대성병원.심곡천사거리,210000133,37.49145,126.7836667
대성병원.심곡천사거리,210000112,37.4912167,126.7833333
대성연립,212000091,37.5304,126.8091
대성연립,212000079,37.5304833,126.8087667
대우푸르지오앞,211000265,37.4782167,126.7981
대장공영차고지,212000232,37.5358667,126.7616167
대장공영차고지,212000230,37.536,126.7616833
대장공영차고지(경유),277103079,37.5359667,126.7614
대장동입구,115000585,37.54045,126.8004667
대장동종점,212000011,37.5415333,126.7884667
대장동종점,212000106,37.5416333,126.78855
대장초교,212000010,37.5414,126.7912167
대장초교,212000107,37.5414167,126.79095
대진기전,210000617,37.5105833,126.7833167
대진기전,210000473,37.5104333,126.7832333
대진아파트,211000035,37.4771333,126.7724667
대진아파트,211000043,37.4768167,126.7727833
대진아파트,210000035,37.4835333,126.8015667
대진아파트,210000310,37.48315,126.80255
대진아파트입구,211000036,37.4767,126.7733167
대하빌라,212000341,37.5144,126.8063667
대하빌라,212000342,37.51375,126.8064167
대화아파트,210000033,37.4842667,126.7960833
대화아파트,210000312,37.4840667,126.7959833
덕산고.봉오대로사거리,212000009,37.53145,126.7884
덕산고.봉오대로사거리,212000185,37.5315667,126.78895
덕산고.봉오대로사거리,212000161,37.5318667,126.7902333
덕산고등학교앞,212000432,37.5296,126.7876167
덕산고등학교앞,212000431,37.5295667,126.7879833
덕산중고교.덕산초교,212000085,37.5296333,126.7922167
덕산초(경유),277102369,37.54135,126.7897667
덕유마을,210000026,37.5105833,126.766
덕유마을.설악마을,210000064,37.5086333,126.7694333
덕유마을3단지,210000056,37.51035,126.7684167
덕유마을3단지,210000216,37.5106,126.7678667
덕유마을상가,210000215,37.5107833,126.7663333
도당고.부천북고,212000436,37.5176667,126.7897167
도당고.부천북고,210000620,37.5176833,126.78995
도당교,210000394,37.5218833,126.7948833
도당교,210000395,37.5220667,126.7949833
도당동.우남A앞,212000435,37.5197667,126.78975
도당동.우남A앞,210000621,37.51975,126.7899667
도당동장미원입구,210000354,37.5201,126.7904833
도당동주민센터,210000355,37.5164,126.78485
도당동주민센터,210000348,37.5156833,126.78455
도당사거리,210000372,37.5178833,126.7833333
도당사거리,212000005,37.5182,126.7833167
도당사거리.북중학교,212000138,37.5196167,126.7864667
도당사거리.북중학교,210000376,37.5189333,126.7856667
도당소공원,210000393,37.52065,126.7892167
도당소공원,212000186,37.5209,126.7893333
동곡초교,210000588,37.4903,126.81655
동곡초등학교.온수고가사거리,210000602,37.4895333,126.8178667
동곡초등학교.온수고가사거리,210000603,37.4893167,126.81785
동광교회,211000215,37.48135,126.8055
동문아파트,212000082,37.5293167,126.8031333
동문아파트,212000088,37.5295333,126.80325
동부센트레빌3차아파트,210000597,37.4910333,126.8117167
동부센트레빌3차아파트,210000591,37.4912333,126.8122833
동부아파트,210000432,37.48825,126.8071333
동부아피트입구,210000478,37.4873,126.8079667
동산빌리지.대한노인회,212000146,37.5221833,126.8006
동신아파트,211000090,37.4799167,126.7645
동신아파트,211000052,37.4800333,126.7644667
동신주택,212000192,37.5234,126.8111
동원아파트,212000242,37.5313,126.8192667
동원아파트,212000241,37.5311167,126.8192
동진아파트,212000019,37.5299167,126.8066
동진아파트,212000024,37.5302167,126.8067
두산삼성주공아파트,211000177,37.4674833,126.80185
라이프동주아파트,212000445,37.5238333,126.7876167
라일락마을.석천초교,210000210,37.5097833,126.7530167
라일락마을.석천초교,210000195,37.5095167,126.7528833
라일락마을경남아파트,210000198,37.5127167,126.7516167
라일락마을경남아파트,210000207,37.5125833,126.7506167
라일락마을어린이공원,210000196,37.5097667,126.7510667
라일락마을어린이공원,210000209,37.5100167,126.7511
라일락마을하이타운로즈빌,210000199,37.5124667,126.75355
라일락마을하이타운로즈빌,210000206,37.5123333,126.75265
로얄아파트,212000195,37.5195,126.8133
로얄아파트,212000194,37.5198833,126.8125333
로얄아파트,212000437,37.5195,126.8128
롯데아파트,212000335,37.5197833,126.8089833
롯데아파트,212000334,37.5199833,126.8090667
루미아트,210000572,37.4962,126.7777167
목련마을,210000072,37.4934,126.7481667
목련마을,210000188,37.4926833,126.7478
몰드벨리,212000367,37.52945,126.7781333
미도아파트,212000320,37.5253167,126.8251
미도아파트,212000355,37.5252333,126.8251
미리내마을,210000170,37.5008333,126.7712667
미리내마을,210000103,37.5011333,126.7708667
미성주유소,212000338,37.5189,126.8046833
미소정형외과,210000609,37.4933833,126.7853333
미소정형외과,210000608,37.4936,126.785
민속가든,212000391,37.5344,126.8185667
민속가든,212000392,37.5340833,126.81805
반달마을.법원.검찰청,210000285,37.493,126.7545667
밝은비젼의원,212000198,37.5268333,126.8113167
밝은비젼의원,212000191,37.5270167,126.81115
밤골.부천산울림청소년수련관,210000303,37.4989667,126.8089833
밤골.부천산울림청소년수련관,210000302,37.4985333,126.8086167
방배아파트,212000151,37.5211,126.8040833
방배아파트,212000145,37.5209833,126.80385
백산빌라,212000133,37.5235333,126.7958167
백산빌라,212000423,37.5229833,126.7952167
백산빌라,212000126,37.5236167,126.7955167
백산빌라,212000424,37.5229167,126.7950167
범박고등학교,211000252,37.4686833,126.8121333
범박고등학교,211000253,37.4687667,126.8122833
범박동주민센터,211000028,37.4699333,126.8092667
범박동주민센터,211000144,37.4711,126.809
범박동휴먼시아2차,211000255,37.4679667,126.8132
범박동휴먼시아2차,211000254,37.4680333,126.8134167
범박휴먼시아,211000229,37.47845,126.81355
범박휴먼시아1단지,211000228,37.4770333,126.8108667
범박휴먼시아1단지,211000032,37.47685,126.8151
범박휴먼시아1단지,211000210,37.4775333,126.81545
범박휴먼시아1단지,211000227,37.4785833,126.8131167
법원.검찰청,210000075,37.4912167,126.758
법원.검찰청,210000082,37.4912167,126.7562333
법원.검찰청.복사골문화센터.반달마을,210000049,37.49345,126.7554
법원.검찰청입구,210000536,37.4905333,126.75705
법원.검찰청입구,210000535,37.49045,126.7567667
법원사거리(경유),277101727,37.4918,126.7548167
벚꽃마을,210000243,37.4932333,126.7440833
벚꽃마을,210000248,37.4931833,126.7438333
베르네천,212000139,37.5211333,126.8016667
베르네천,212000150,37.5213,126.8014
병원앞,210000242,37.4966667,126.7446
병원앞,210000249,37.4963667,126.7443333
보강빌라.대흥아트빌,211000225,37.4844,126.8191
보람마을,210000226,37.49685,126.7603
보람마을.신도초교,210000225,37.49725,126.7574167
복사골뜨란채아파트,211000240,37.4817667,126.7559333
복사골마을,210000235,37.4943667,126.76705
복사골마을,210000320,37.4945167,126.7673833
복사골문화센터,210000086,37.4942333,126.75395
복사골문화센터.반달마을,210000070,37.4940333,126.7528667
복사골문화센터.한아름마을,210000062,37.4950333,126.75515
복사골신협,211000114,37.4752833,126.7938167
복사초등학교,211000183,37.4676833,126.7982167
복사초등학교.동해슈퍼,211000179,37.4678333,126.7981
복사초등학교.한울빛도서관,211000009,37.4671,126.7983
복지교회.여월성당,212000340,37.5160667,126.8056667
복지교회.여월성당,212000339,37.5158167,126.8055333
복지아파트,210000375,37.5199167,126.7879333
복지아파트,210000350,37.5202333,126.7894167
봉림아파트,210000622,37.5166167,126.7882
봉림아파트,210000623,37.5167,126.7882
봉오고가교(경유),277102364,37.5333167,126.7608167
부강아파트,212000052,37.5241167,126.8123667
부강아파트,212000054,37.524,126.8132167
부개6단지후문.웅진플레이,210000576,37.4987667,126.7431667
부개역.상동차고지,210400056,37.4888667,126.7433833
부개역.상동차고지,210400057,37.4886667,126.7437167
부곡중학교,210000130,37.4951833,126.7730833
부곡중학교,210000115,37.4947667,126.77385
부대앞,212000068,37.5209,126.8148667
부대앞,212000101,37.5202167,126.8150333
부대앞.아시아나항공입구,212000168,37.5419667,126.8028167
부대후문,212000157,37.5377833,126.8173
부명고.순천향대학병원,210000288,37.4976167,126.7615
부안초교.동원주택,211000076,37.4788667,126.8128167
부안초교.동원주택,211000067,37.4791333,126.81295
부원초등학교,211000021,37.47835,126.7929667
부원초등학교,211000018,37.4781667,126.7927333
부인중학교,210000073,37.4917333,126.7501833
부인중학교,210000084,37.4915,126.7500667
부인초교,210000187,37.4898,126.74775
부인초교,210000214,37.4898167,126.7481167
부천IC,212000169,37.5255,126.7781667
부천IC,212000166,37.5255167,126.7777
부천IC,212000123,37.5259667,126.7772167
부천IC,212000375,37.5257167,126.7768167
부천고교.현대아파트,211000199,37.4796333,126.76555
부천고교.현대아파트,211000198,37.4794,126.76575
부천고용복지플러스센터,210000175,37.50285,126.7834333
부천고용복지플러스센터,210000182,37.5031333,126.7829667
부천교육지원청.부천세무서,210000294,37.5070833,126.7733833
부천교육지원청.부천세무서,210000038,37.5067833,126.7740167
부천남부생태공원,211000197,37.4712167,126.8272667
부천남부생태공원,211000187,37.4709333,126.8277833
부천남중학교,211000055,37.4793333,126.7724167
부천남중학교,211000087,37.4792167,126.7724333
부천남초등학교.제일교회,211000287,37.4807833,126.7828
부천남초등학교.제일교회,211000288,37.4811,126.7829167
부천대우테크노파크,210000267,37.5113167,126.7803833
부천대우테크노파크,210000275,37.5107,126.78015
부천대입구,210000404,37.4866167,126.7786167
부천대입구,210000364,37.4864833,126.7778667
부천대제2캠퍼스,211000184,37.4642,126.7997333
부천대학교,210000004,37.4886833,126.7770333
부천대학교,210000012,37.4883833,126.7774333
부천대후문,210000314,37.4905,126.7799167
부천대후문,210000031,37.4908333,126.7789833
부천범박힐스테이트1.2단지,211000146,37.4744167,126.80845
부천범박힐스테이트1.2단지,211000026,37.4744833,126.8087333
부천범박힐스테이트1.3단지,211000258,37.4739833,126.81165
부천범박힐스테이트1.3단지,211000259,37.4740833,126.8119167
부천범박힐스테이트3.4단지,211000027,37.4723667,126.8093167
부천범박힐스테이트3.4단지,211000145,37.4723167,126.8089833
부천범박힐스테이트5.6단지,211000143,37.4683667,126.8091167
부천범박힐스테이트5.6단지,211000029,37.4683167,126.8094333
부천범박힐스테이트입구.동남사거리,211000116,37.4763167,126.8080833
부천범박힐스테이트입구.동남사거리,211000233,37.4755,126.8072833
부천범박힐스테이트입구.동남사거리,211000234,37.4751333,126.8073333
부천범박힐스테이트입구.동남사거리,211000132,37.4762333,126.8079333
부천보건소.건영아파트,210000111,37.4953,126.7810667
부천보건소.건영아파트,210000237,37.4952167,126.78075
부천북여자중학교,210000624,37.5167,126.7858167
부천북여자중학교,210000625,37.5166333,126.7858167
부천북초등학교,210000342,37.49415,126.7848
부천북초등학교,210000607,37.4930833,126.7874167
부천북초등학교,210000606,37.4932667,126.7870667
부천북초등학교,210000361,37.49445,126.7852167
부천상공회의소,210000316,37.4913167,126.7742333
부천상록학교,210000377,37.5066667,126.8046667
부천상록학교.은행나무주유소,212000063,37.50695,126.8048
부천상상거리,210000564,37.4861667,126.7802333
부천성모병원입구,210000021,37.4861167,126.7903333
부천성모병원입구,210000017,37.4862667,126.7905167
