ride_time,station
2022-02-10 13:01:00,부천시민학습원
2022-02-10 13:08:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-10 13:13:00,신중동
2022-02-10 17:05:00,축협원미지점
2022-02-10 17:20:00,KT부천지사
2022-02-10 18:58:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-10 19:02:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-10 19:08:00,신중동역3번출구.롯데백화점
2022-02-10 19:16:00,신중동
2022-02-10 19:26:00,신중동역3번출구.원미경찰서.롯데백화점
2022-02-10 19:37:00,부천시민학습원
2022-02-10 21:46:00,중동
2022-02-11 07:22:00,중동
2022-02-11 08:51:00,부천시청
2022-02-11 10:22:00,신중동
2022-02-11 10:28:00,부천종합운동장
2022-02-11 10:57:00,부천종합운동장
2022-02-11 11:12:00,신중동
2022-02-11 12:20:00,도당주민지원센터
2022-02-11 12:58:00,부천시민학습원
2022-02-11 13:09:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-11 13:12:00,신중동
2022-02-11 17:59:00,부천시청역2번출구.현대백화점.이마트
2022-02-11 19:11:00,신중동
2022-02-11 19:19:00,신중동역3번출구.원미경찰서.롯데백화점
2022-02-11 19:26:00,부천시민학습원
2022-02-11 19:39:00,상동
2022-02-11 21:12:00,춘의역7번출구
2022-02-11 21:18:00,도당사거리.도당중학교
2022-02-11 21:53:00,중동
2022-02-12 07:26:00,중동
2022-02-12 10:39:00,부천터미널소풍
2022-02-12 16:17:00,부천터미널소풍
2022-02-12 16:26:00,은하마을.덕유마을
2022-02-12 16:39:00,춘의
2022-02-12 16:44:00,송내역C
2022-02-12 16:45:00,송내
2022-02-12 18:35:00,대성병원
2022-02-12 18:58:00,서림아파트
2022-02-12 21:05:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-12 21:06:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-12 21:10:00,부천시청역1번출구
2022-02-12 21:45:00,중동
2022-02-12 22:10:00,부강아파트
2022-02-12 22:28:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-12 22:28:00,대성병원
2022-02-12 22:38:00,상동역7번출구.세이브존
2022-02-12 22:47:00,금강마을상가.한라마을
2022-02-13 05:43:00,중동
2022-02-13 13:41:00,상동역8번출구세이브존
2022-02-13 14:15:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-13 22:11:00,중동
2022-02-13 22:22:00,대성병원.심곡천사거리
2022-02-13 23:11:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-14 07:22:00,중동
2022-02-14 08:43:00,상동
2022-02-14 08:53:00,세일병원입구
2022-02-14 18:12:00,삼정종합사회복지관
2022-02-14 19:31:00,상동
2022-02-14 21:53:00,중동
2022-02-15 06:46:00,부천대입구
2022-02-15 06:55:00,축협원미지점
2022-02-15 07:22:00,중동
2022-02-15 08:54:00,상동
2022-02-15 13:01:00,풍림아파트.부천다문화지원센터
2022-02-15 13:06:00,부천시민학습원
2022-02-15 13:11:00,KT부천지사
2022-02-15 13:12:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-15 13:16:00,신중동
2022-02-15 16:58:00,부천시청역4번출구.현대백화점.경기예고
2022-02-15 17:00:00,부천터미널소풍
2022-02-15 17:03:00,부천터미널소풍
2022-02-15 19:18:00,부천시청
2022-02-15 19:42:00,부천시민학습원
2022-02-15 21:54:00,중동
2022-02-15 22:41:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-15 22:42:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-15 22:48:00,계룡리슈빌
2022-02-16 07:21:00,중동
2022-02-16 12:56:00,부천시민학습원
2022-02-16 13:06:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-16 13:09:00,신중동
2022-02-16 14:45:00,중동행정복지센터.시민회관
2022-02-16 14:57:00,축협원미지점
2022-02-16 18:22:00,축협원미지점
2022-02-16 18:38:00,부천대입구
2022-02-16 18:59:00,부천시청
2022-02-16 21:42:00,중동
2022-02-17 06:46:00,부천대입구
2022-02-17 06:55:00,축협원미지점
2022-02-17 07:22:00,중동
2022-02-17 08:49:00,상동
2022-02-17 08:53:00,세일병원입구
2022-02-17 12:21:00,축협원미지점
2022-02-17 12:37:00,KT부천지사
2022-02-17 13:11:00,부천시민학습원
2022-02-17 13:17:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-17 13:20:00,신중동
2022-02-17 17:03:00,부천터미널소풍
2022-02-17 19:11:00,상동
2022-02-17 19:39:00,대성병원.심곡천사거리
2022-02-17 19:40:00,부천시민학습원
2022-02-17 21:50:00,중동
2022-02-17 22:04:00,양지마을
2022-02-17 23:01:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-17 23:01:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-17 23:01:00,북부도서관
2022-02-17 23:03:00,내촌고가입구
2022-02-17 23:07:00,신중동역3번출구.롯데백화점
2022-02-18 07:22:00,중동
2022-02-18 08:39:00,상동
2022-02-18 08:48:00,대성병원
2022-02-18 13:01:00,부천시민학습원
2022-02-18 13:09:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-18 13:14:00,신중동
2022-02-18 15:29:00,중동행정복지센터.시민회관
2022-02-18 17:19:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-18 19:09:00,신중동
2022-02-18 19:14:00,신중동역3번출구.원미경찰서.롯데백화점
2022-02-18 19:24:00,부천시민학습원
2022-02-18 21:54:00,중동
2022-02-18 22:01:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-18 22:02:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-18 22:08:00,부천시청역1번출구
2022-02-19 05:19:00,부천대입구
2022-02-19 05:27:00,축협원미지점
2022-02-19 07:27:00,중동
2022-02-19 11:00:00,은하쌍용아파트
2022-02-19 11:05:00,부천터미널소풍
2022-02-19 11:24:00,부천터미널소풍
2022-02-19 12:57:00,송내
2022-02-19 13:00:00,송내역C
2022-02-19 13:02:00,송내역.반달공영주차장
2022-02-19 14:55:00,춘의
2022-02-19 19:35:00,풍림아파트.부천다문화지원센터
2022-02-19 19:46:00,부천대입구
2022-02-19 21:37:00,양지마을
2022-02-19 21:52:00,중동
2022-02-19 22:28:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-19 22:32:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-19 22:37:00,계룡리슈빌
2022-02-20 16:37:00,상동
2022-02-20 22:21:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-20 22:22:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-20 22:29:00,계룡리슈빌
2022-02-21 07:22:00,중동
2022-02-21 07:51:00,부천시청
2022-02-21 11:27:00,춘의역5번출구
2022-02-21 14:11:00,신중동역3번출구.롯데백화점
2022-02-21 14:31:00,대진아파트
2022-02-21 15:03:00,중동행정복지센터.시민회관
2022-02-21 15:20:00,축협원미지점
2022-02-21 18:37:00,축협원미지점
2022-02-21 18:55:00,시민운동장.시민회관
2022-02-21 20:14:00,삼익세라믹아파트.SKVIEW아파트
2022-02-21 20:38:00,신중동역4번출구.롯데백화점
2022-02-21 23:15:00,중동
2022-02-22 07:13:00,부천대입구
2022-02-22 07:22:00,중동
2022-02-22 07:23:00,축협원미지점
2022-02-22 08:49:00,부천시청
2022-02-22 10:51:00,축협원미지점
2022-02-22 11:07:00,시민운동장.시민회관
2022-02-22 13:06:00,부천시민학습원
2022-02-22 13:11:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-22 13:16:00,신중동
2022-02-22 14:41:00,천화사.심원고등학교
2022-02-22 20:04:00,상동
2022-02-22 21:52:00,중동
2022-02-23 06:43:00,트레지움1단지.다니엘병원
2022-02-23 07:23:00,중동
2022-02-23 08:59:00,상동
2022-02-23 13:11:00,부천시민학습원
2022-02-23 13:18:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-23 13:19:00,신중동
2022-02-23 15:05:00,시민운동장
2022-02-23 15:20:00,축협원미지점
2022-02-23 16:55:00,축협원미지점
2022-02-23 17:08:00,KT부천지사
2022-02-23 18:38:00,신중동
2022-02-23 18:49:00,신중동역3번출구.원미경찰서.롯데백화점
2022-02-23 18:57:00,부천시민학습원
2022-02-23 21:51:00,중동
2022-02-24 07:01:00,부천대입구
2022-02-24 07:09:00,축협원미지점
2022-02-24 07:23:00,중동
2022-02-24 11:11:00,축협원미지점
2022-02-24 11:24:00,KT부천지사
2022-02-24 13:08:00,부천시민학습원
2022-02-24 13:14:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-24 13:18:00,신중동
2022-02-24 18:04:00,부천시청역4번출구.현대백화점.경기예고
2022-02-24 19:48:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-24 19:59:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-24 20:05:00,계룡리슈빌
2022-02-24 21:53:00,중동
2022-02-25 07:22:00,중동
2022-02-25 08:47:00,세일병원입구
2022-02-25 09:54:00,부천대입구
2022-02-25 10:05:00,축협원미지점
2022-02-25 13:03:00,부천시민학습원
2022-02-25 13:12:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-25 13:16:00,신중동
2022-02-25 16:09:00,부천시청
2022-02-25 19:15:00,상동
2022-02-25 19:16:00,신중동
2022-02-25 19:20:00,신중동역3번출구.원미경찰서.롯데백화점
2022-02-25 19:29:00,부천시민학습원
2022-02-25 21:06:00,부천시민학습원
2022-02-25 21:16:00,부천시청역5번출구
2022-02-25 21:58:00,중동
2022-02-26 07:25:00,중동
2022-02-26 08:39:00,부천시청역2번출구.현대백화점.이마트
2022-02-26 08:42:00,중원초교
2022-02-26 12:21:00,상동
2022-02-26 14:19:00,춘의
2022-02-26 14:50:00,부천시청
2022-02-26 16:08:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-26 16:09:00,상동역1번출구.부천터미널소풍.홈플러스
2022-02-26 16:17:00,신중동역3번출구.원미경찰서.롯데백화점
2022-02-26 21:56:00,중동
2022-02-27 12:43:00,부천시청
2022-02-27 13:37:00,부천시청
2022-02-27 13:41:00,부천시청역5번출구
2022-02-27 13:47:00,상동역3번출구.홈플러스상동점
2022-02-27 19:06:00,부천시청
2022-02-27 19:26:00,부천시청
2022-02-27 20:07:00,옥길단독2블럭.상업지역
2022-02-27 20:36:00,부천역.국민은행
2022-02-27 21:01:00,부천역북부(기점)
2022-02-27 21:21:00,한라마을.금강주공아파트
2022-02-27 21:46:00,도당사거리.도당중학교
2022-02-28 07:21:00,중동
2022-02-28 09:37:00,춘의
2022-02-28 12:21:00,부천시민학습원
2022-02-28 12:29:00,신중동역2번출구.원미경찰서.롯데백화점
2022-02-28 12:34:00,신중동
2022-02-28 14:32:00,부천대입구
2022-02-28 14:44:00,축협원미지점
2022-02-28 15:05:00,춘의
2022-02-28 16:23:00,신중동
2022-02-28 16:30:00,신중동역3번출구.원미경찰서.롯데백화점
2022-02-28 16:40:00,대성병원.심곡천사거리
2022-02-28 19:42:00,축협원미지점
2022-02-28 19:57:00,시민운동장.시민회관
2022-02-28 21:49:00,중동
2022-02-28 23:02:00,부천역북부.농협
2022-02-28 23:21:00,덕유마을3단지
2022-03-01 06:07:00,춘의역6번출구
2022-03-01 07:26:00,중동
2022-03-01 09:13:00,부천대입구
2022-03-01 09:22:00,축협원미지점
2022-03-01 10:51:00,춘의
2022-03-01 21:47:00,송내
2022-03-02 06:33:00,트레지움1단지.다니엘병원
2022-03-02 07:21:00,중동
2022-03-02 08:19:00,부천시청
2022-03-02 12:56:00,부천시민학습원
2022-03-02 13:06:00,신중동역2번출구.원미경찰서.롯데백화점
2022-03-02 13:11:00,신중동
2022-03-02 13:13:00,상동
2022-03-02 13:20:00,신중동
2022-03-02 15:07:00,중동행정복지센터.시민회관
2022-03-02 15:22:00,축협원미지점
2022-03-02 18:14:00,신중동
2022-03-02 18:17:00,신중동역3번출구.원미경찰서.롯데백화점
2022-03-02 18:23:00,원미고등학교
2022-03-02 18:38:00,축협원미지점
2022-03-02 18:59:00,시민운동장.시민회관
2022-03-02 19:40:00,상동
2022-03-02 21:52:00,중동
2022-03-02 23:34:00,신흥시장
2022-03-03 07:04:00,부천대입구
2022-03-03 07:11:00,축협원미지점
2022-03-03 07:22:00,중동
2022-03-03 08:26:00,상동
2022-03-03 08:37:00,은하마을.덕유마을
2022-03-03 08:55:00,부천보건소.건영아파트
2022-03-03 09:06:00,부천보건소.건영아파트
2022-03-03 09:19:00,중흥고교
2022-03-03 11:29:00,부천북초등학교.원미동우체국
2022-03-03 11:36:00,시민운동장.시민회관
2022-03-03 13:01:00,부천시민학습원
2022-03-03 13:06:00,신중동역2번출구.원미경찰서.롯데백화점
2022-03-03 13:10:00,신중동
2022-03-03 19:11:00,신중동
2022-03-03 19:27:00,신중동역3번출구.원미경찰서.롯데백화점
2022-03-03 19:34:00,대성병원.심곡천사거리
2022-03-03 21:31:00,상동
2022-03-03 21:47:00,중동
2022-03-04 07:22:00,중동
2022-03-04 08:44:00,상동
2022-03-04 13:01:00,부천시민학습원
2022-03-04 13:09:00,신중동역2번출구.원미경찰서.롯데백화점
2022-03-04 13:13:00,신중동
2022-03-04 19:23:00,신중동
2022-03-04 19:29:00,신중동역3번출구.원미경찰서.롯데백화점
2022-03-04 19:39:00,대성병원.심곡천사거리
2022-03-04 21:53:00,중동
2022-03-05 07:27:00,중동
2022-03-05 09:19:00,상동
2022-03-05 14:24:00,춘의
2022-03-05 14:32:00,까치울
2022-03-05 14:39:00,까치울역5번출구.까치울전원마을3.4단지
2022-03-05 14:50:00,롯데아파트
2022-03-05 17:14:00,덕산중고교.덕산초교
2022-03-05 17:18:00,원일초등학교.동문아파트
2022-03-05 21:45:00,중동
2022-03-06 14:25:00,부천시청
2022-03-06 14:38:00,신중동
2022-03-06 22:12:00,부천시청
2022-03-07 07:51:00,상동
2022-03-07 18:41:00,축협원미지점
2022-03-07 18:52:00,부천역.국민은행
2022-03-07 21:58:00,상동
2022-03-08 07:12:00,중동행정복지센터.시민회관
2022-03-08 07:24:00,축협원미지점
2022-03-08 09:04:00,상동
2022-03-08 12:59:00,부천시민학습원
2022-03-08 13:09:00,신중동역2번출구.원미경찰서.롯데백화점
2022-03-08 13:13:00,신중동
2022-03-08 18:28:00,신중동
2022-03-08 18:31:00,신중동역3번출구.원미경찰서.롯데백화점
2022-03-08 18:39:00,대성병원.심곡천사거리
2022-03-09 07:26:00,중동
2022-03-09 09:08:00,중동행정복지센터.시민회관
2022-03-09 09:22:00,축협원미지점
2022-03-09 11:03:00,송내
2022-03-09 11:16:00,송내역B
2022-03-09 11:32:00,상동역2번출구.홈플러스상동점
2022-03-09 18:37:00,축협원미지점
2022-03-09 18:49:00,KT부천지사
2022-03-09 19:27:00,부천터미널소풍
2022-03-09 19:41:00,송내역B
2022-03-09 19:42:00,송내
2022-03-09 19:58:00,역곡
2022-03-09 20:02:00,역곡역.역곡남부시장
2022-03-09 20:13:00,옥길단독2블럭
2022-03-09 20:27:00,옥길단독2블럭.상업지역
2022-03-09 20:41:00,역곡역.역곡남부시장
2022-03-09 20:46:00,역곡
2022-03-09 20:54:00,송내
2022-03-09 21:01:00,송내역B
2022-03-09 21:13:00,상동역2번출구.홈플러스상동점
2022-03-09 21:28:00,상동역7번출구.세이브존
2022-03-09 21:36:00,금강마을상가.한라마을
2022-03-09 21:44:00,중동
2022-03-10 07:04:00,부천대입구
2022-03-10 07:10:00,축협원미지점
2022-03-10 07:22:00,중동
2022-03-10 09:01:00,부천시청
2022-03-10 10:33:00,축협원미지점
2022-03-10 10:47:00,시민운동장.시민회관
2022-03-10 13:06:00,부천시민학습원
2022-03-10 13:12:00,신중동역2번출구.원미경찰서.롯데백화점
2022-03-10 13:16:00,신중동
2022-03-10 19:09:00,신중동
2022-03-10 19:13:00,신중동역3번출구.원미경찰서.롯데백화점
2022-03-10 19:24:00,부천시민학습원
2022-03-10 20:53:00,상동
2022-03-10 21:47:00,중동
2022-03-11 07:22:00,중동
2022-03-11 08:50:00,상동
2022-03-11 21:11:00,신중동
2022-03-11 21:18:00,신중동역2번출구.원미경찰서.롯데백화점
2022-03-11 21:37:00,금강마을상가.한라마을
2022-03-11 21:47:00,중동
2022-03-12 07:26:00,중동
2022-03-12 10:10:00,부천시청역3번출구.경기예고.현대백화점
2022-03-12 15:27:00,춘의
2022-03-12 21:36:00,중동
2022-03-13 00:51:00,신중동역4번출구.롯데백화점
2022-03-13 10:43:00,춘의
2022-03-13 11:13:00,부천시청
2022-03-13 11:57:00,중동
2022-03-13 16:44:00,송내
2022-03-13 18:19:00,부천시청
2022-03-14 06:55:00,부천대입구
2022-03-14 07:04:00,축협원미지점
2022-03-14 07:22:00,중동
2022-03-14 08:58:00,부천시청
2022-03-14 10:13:00,축협원미지점
2022-03-14 10:29:00,시민운동장.시민회관
2022-03-14 16:58:00,영스포렉스
2022-03-14 17:21:00,축협원미지점
2022-03-14 21:28:00,부천시청역4번출구.현대백화점.경기예고
2022-03-14 21:46:00,중동
2022-03-15 06:41:00,트레지움1단지.다니엘병원
2022-03-15 06:43:00,부천대입구
2022-03-15 06:53:00,축협원미지점
2022-03-15 07:22:00,중동
2022-03-15 07:42:00,법원.검찰청.복사골문화센터.반달마을
2022-03-15 08:06:00,부천시청
2022-03-15 11:33:00,풍림아파트.부천다문화지원센터
2022-03-15 11:44:00,시민운동장.시민회관
2022-03-15 14:14:00,시민운동장
2022-03-15 14:16:00,부천대학입구.KT부천지사
2022-03-15 19:09:00,반달마을.법원.검찰청
2022-03-15 21:53:00,중동
2022-03-15 23:42:00,부천시청
2022-03-16 06:33:00,트레지움1단지.다니엘병원
2022-03-16 06:59:00,중동행정복지센터.시민회관
2022-03-16 07:12:00,축협원미지점
2022-03-16 07:22:00,중동
2022-03-16 07:42:00,법원.검찰청.복사골문화센터.반달마을
2022-03-16 08:51:00,상동
2022-03-16 19:18:00,반달마을.법원.검찰청
2022-03-16 21:47:00,중동
2022-03-16 22:37:00,상동역8번출구세이브존
2022-03-17 07:22:00,중동
2022-03-17 07:40:00,법원.검찰청.복사골문화센터.반달마을
2022-03-17 09:01:00,부천시청
2022-03-17 10:24:00,축협원미지점
2022-03-17 10:39:00,KT부천지사
2022-03-17 13:32:00,춘의역5번출구
2022-03-17 13:36:00,신중동역4번출구.롯데백화점
2022-03-17 21:45:00,부천
2022-03-17 21:51:00,중동
2022-03-17 21:59:00,부천역북부(기점)
2022-03-17 22:09:00,신중동역2번출구.원미경찰서.롯데백화점
2022-03-17 22:34:00,송내역.로데오거리
2022-03-17 23:50:00,내촌사거리
2022-03-18 06:46:00,부천대입구
2022-03-18 06:58:00,축협원미지점
2022-03-18 07:22:00,중동
2022-03-18 07:25:00,법원.검찰청.복사골문화센터.반달마을
2022-03-18 09:02:00,부천시청
2022-03-18 10:47:00,축협원미지점
2022-03-18 10:58:00,시민운동장.시민회관
2022-03-18 19:45:00,송내
2022-03-18 19:54:00,송내역B
2022-03-18 20:10:00,상동역2번출구.홈플러스상동점
2022-03-18 21:46:00,중동
2022-03-18 22:16:00,송내역.로데오거리
2022-03-19 05:19:00,부천대입구
2022-03-19 05:27:00,축협원미지점
2022-03-19 07:27:00,중동
2022-03-19 20:05:00,부천시청
2022-03-19 21:43:00,중동
2022-03-20 11:25:00,중동
2022-03-20 16:34:00,중동
2022-03-20 17:14:00,상동역3번출구.홈플러스상동점
2022-03-20 17:27:00,송내역B
2022-03-20 17:28:00,송내
2022-03-21 06:31:00,트레지움1단지.다니엘병원
2022-03-21 07:22:00,중동
2022-03-21 07:24:00,법원.검찰청.복사골문화센터.반달마을
2022-03-21 15:48:00,KT부천지사
2022-03-21 15:59:00,풍림아파트.부천다문화지원센터
2022-03-21 18:45:00,축협원미지점
2022-03-21 18:57:00,KT부천지사
2022-03-21 19:19:00,송내역.로데오거리
2022-03-21 20:03:00,부천시청
2022-03-21 20:10:00,부천시청역5번출구
2022-03-21 20:17:00,상동역3번출구.홈플러스상동점
2022-03-21 20:59:00,트레지움1단지.다니엘병원
2022-03-21 21:53:00,중동
2022-03-22 06:46:00,부천대입구
2022-03-22 06:55:00,축협원미지점
2022-03-22 07:21:00,중동
2022-03-22 07:25:00,법원.검찰청.복사골문화센터.반달마을
2022-03-22 08:58:00,부천시청
2022-03-22 11:56:00,풍림아파트.부천다문화지원센터
2022-03-22 12:05:00,시민운동장.시민회관
2022-03-22 13:01:00,부천시민학습원
2022-03-22 13:08:00,위브더스테이트5단지
2022-03-22 13:12:00,신중동
2022-03-22 15:05:00,신중동
2022-03-22 19:03:00,상동역1번출구.부천터미널소풍.홈플러스
2022-03-22 19:20:00,상동역8번출구세이브존
2022-03-22 19:29:00,신중동
2022-03-22 19:31:00,신중동역3번출구.원미경찰서.롯데백화점
2022-03-22 19:39:00,부천시민학습원
2022-03-22 20:27:00,춘의역7번출구
2022-03-22 20:30:00,도당사거리.도당중학교
2022-03-22 21:03:00,부천시청
2022-03-22 21:56:00,중동
2022-03-23 06:47:00,신흥시장
2022-03-23 07:21:00,중동
2022-03-23 07:42:00,법원.검찰청.복사골문화센터.반달마을
2022-03-23 08:36:00,부천시청
2022-03-23 13:01:00,대성병원.심곡천사거리
2022-03-23 13:09:00,신중동역2번출구.원미경찰서.롯데백화점
2022-03-23 13:13:00,신중동
2022-03-23 19:05:00,신중동
2022-03-23 19:12:00,신중동역3번출구.원미경찰서.롯데백화점
2022-03-23 19:21:00,부천시민학습원
2022-03-23 21:18:00,송내역.로데오거리
2022-03-23 21:55:00,중동
2022-03-23 23:11:00,종로약국
2022-03-24 07:07:00,부천대입구
2022-03-24 07:18:00,축협원미지점
2022-03-24 07:21:00,중동
2022-03-24 07:24:00,법원.검찰청.복사골문화센터.반달마을
2022-03-24 09:01:00,부천시청
2022-03-24 11:56:00,풍림아파트.부천다문화지원센터
2022-03-24 12:04:00,KT부천지사
2022-03-24 13:01:00,부천시민학습원
2022-03-24 13:09:00,신중동역2번출구.원미경찰서.롯데백화점
2022-03-24 13:14:00,신중동
2022-03-24 19:11:00,신중동
2022-03-24 19:14:00,신중동역3번출구.원미경찰서.롯데백화점
2022-03-24 19:24:00,부천시민학습원
2022-03-24 19:33:00,송내역.로데오거리
2022-03-24 21:27:00,부천시청
2022-03-24 21:50:00,중동
2022-03-25 06:45:00,신흥시장
2022-03-25 07:21:00,법원.검찰청.복사골문화센터.반달마을
2022-03-25 07:22:00,중동
2022-03-25 08:56:00,부천시청
2022-03-25 13:06:00,부천시민학습원
2022-03-25 13:14:00,신중동역2번출구.원미경찰서.롯데백화점
2022-03-25 13:17:00,신중동
2022-03-25 18:26:00,은하마을.덕유마을
2022-03-25 18:28:00,신중동
2022-03-25 18:30:00,포도마을사거리.현대백화점.이마트
2022-03-25 18:35:00,신중동역3번출구.원미경찰서.롯데백화점
2022-03-25 18:44:00,대성병원.심곡천사거리
2022-03-25 20:23:00,약대주민지원센터.약대초등학교
2022-03-25 20:36:00,신중동
2022-03-25 21:56:00,중동
2022-03-25 22:19:00,반달마을.법원.검찰청
2022-03-26 07:27:00,중동
2022-03-26 14:38:00,부천시청역3번출구.경기예고.현대백화점
2022-03-26 21:52:00,부천
2022-03-26 21:59:00,부천
2022-03-26 22:03:00,중동
2022-03-27 00:05:00,신중동역4번출구.롯데백화점
2022-03-27 09:57:00,도당사거리.북중학교
2022-03-27 10:20:00,춘의
2022-03-27 11:19:00,부천시청
2022-03-27 16:34:00,부천터미널소풍
2022-03-27 16:49:00,송내역B
2022-03-27 16:50:00,송내
2022-03-27 17:04:00,역곡
2022-03-27 18:35:00,상동역1번출구.부천터미널소풍.홈플러스
2022-03-27 18:35:00,상동역1번출구.부천터미널소풍.홈플러스
2022-03-27 18:38:00,계룡리슈빌
2022-03-27 19:49:00,역곡역.역곡남부시장
2022-03-27 20:00:00,LH옥길8단지
2022-03-27 20:34:00,역곡
2022-03-27 20:57:00,송내
2022-03-27 22:13:00,내촌사거리
2022-03-27 23:13:00,원종사거리
2022-03-27 23:18:00,여월휴먼시아3단지
2022-03-28 06:31:00,트레지움1단지.다니엘병원
2022-03-28 07:05:00,도당사거리.도당중학교
2022-03-28 07:09:00,춘의역6번출구
2022-03-28 07:22:00,중동
2022-03-28 09:01:00,부천시청
